idpedido,itemprecovenda,pedidohorario,calendarkey,itemkey,filialkey,clientekey
34,53,11:50:48,89e2a9d4-78b6-47e4-8e39-5d2af642c849,af9c6b09-a9c2-42ef-9365-467beffa0162,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
60,17,14:14:54,ed1ee3bc-6ba7-40ff-a2ba-7ff0070cd404,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,33b099f8-0402-48ef-9037-a60aa4bce846,3c62b973-6cc7-4495-aefe-d518df84ac51
7,26,15:08:34,8c5aa384-a2fc-4004-8324-3d0ea44d4f2a,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,33b099f8-0402-48ef-9037-a60aa4bce846,048854ec-efd8-4782-bd3e-dafbe052bcdc
53,27,12:43:14,ee1853e3-f6ad-41c1-96b2-3b375998e53b,6d4c02cf-c00f-4636-8dee-2b96101bbaf8,ba6177ca-9625-484c-80f5-07af9d11cc52,af42f754-7b9a-404d-be9e-aec20ff43f75
13,35,13:03:59,c459da8c-8e90-4b45-bc9e-03b1bc0ad507,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,3c62b973-6cc7-4495-aefe-d518df84ac51
85,75,11:09:36,c459da8c-8e90-4b45-bc9e-03b1bc0ad507,ac00dc82-b3f2-450e-bcda-734209690621,893a7b87-7864-4071-9034-ef018527dfe4,3c62b973-6cc7-4495-aefe-d518df84ac51
78,72,12:46:43,06de1b7d-6dd2-4fd2-8403-73dd714e390f,1d2cf1f0-7b62-46f4-b098-b9c43b7a68ff,ba6177ca-9625-484c-80f5-07af9d11cc52,9f22e019-0669-46f2-bc2d-780789d18165
113,29,12:10:15,2289e088-6f31-461d-bf2d-409196fb2b58,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,33b099f8-0402-48ef-9037-a60aa4bce846,4734d7a7-2c20-4684-b89c-093cb99114ce
87,67,14:19:55,89e2a9d4-78b6-47e4-8e39-5d2af642c849,681afce8-5399-49db-9f50-918bd2a52003,33b099f8-0402-48ef-9037-a60aa4bce846,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
111,15,15:00:32,acd3579c-e635-4b20-b479-fa5cbe6b8ae3,46529716-ad6d-48a8-b322-26a5ad474923,893a7b87-7864-4071-9034-ef018527dfe4,ab135e86-b83d-4dda-a54b-be2e164ddc68
74,47,13:21:51,2289e088-6f31-461d-bf2d-409196fb2b58,8cdb6c46-8740-431e-a874-379fa4fdcc26,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,04262ea4-8085-4662-bc23-ab0b6177c969
22,73,14:56:28,73b8058a-5e13-4f5f-b2e3-3035962b48b6,210bfde6-efc8-428c-b40c-2db91338998c,33b099f8-0402-48ef-9037-a60aa4bce846,78d0d27a-ccdc-4133-87c9-68feb4125411
29,37,10:47:04,7a84d3e4-1546-43a6-b546-593aadf5288b,74fcce11-bb66-40e2-bb0f-7a130ef03870,33b099f8-0402-48ef-9037-a60aa4bce846,3c62b973-6cc7-4495-aefe-d518df84ac51
96,41,11:45:36,688be9c0-8e99-4ae2-a1d5-fe5d63430544,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,54260baa-8245-4d3b-b1e6-3e82e9fd2235
40,17,12:50:52,3957de9c-d79f-4feb-a82f-45519ed55bfb,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,893a7b87-7864-4071-9034-ef018527dfe4,4fa5ea1b-754e-4429-bd67-28f590abc8d5
15,54,11:12:38,8638a8b5-c144-4f2b-b194-7c208d30ef19,6fdc24cf-adbc-4666-a5ef-f4eadab29b75,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
100,41,14:20:59,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,ba6177ca-9625-484c-80f5-07af9d11cc52,4fcf0474-7fdb-42ea-9765-9ba62b6efa08
55,34,14:35:48,9024a88d-a032-43bc-bbf3-9919bee3feb8,55adc424-d92e-4fd9-b49a-712894029a89,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
98,7,14:26:04,97c8420e-0765-4756-a626-ad98cb373f3a,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,33b099f8-0402-48ef-9037-a60aa4bce846,0d31eac5-8956-40a8-85ba-57fcf95a7537
43,71,13:35:07,acd3579c-e635-4b20-b479-fa5cbe6b8ae3,f9a803e7-c09a-4bde-afc1-6db776ab85cc,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0d31eac5-8956-40a8-85ba-57fcf95a7537
21,53,11:00:26,fb0975d0-691e-4d42-9083-971c82e38877,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,7223e7d4-cda4-4afc-8362-8144ed32ee3c,4b4871fd-4df4-41f1-b89d-cae5ab038e24
56,35,14:19:40,bd650cdb-4ba1-4e39-9661-ee96f7ddea54,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
5,12,11:37:09,2b1a032b-ea66-4d68-ba7b-02e0f7baa72c,fa829ea9-4530-4078-bf1f-5952e7fde22e,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,54260baa-8245-4d3b-b1e6-3e82e9fd2235
75,17,11:54:28,99f7a113-554c-4d90-842e-54db9bcdcc99,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,7223e7d4-cda4-4afc-8362-8144ed32ee3c,78d0d27a-ccdc-4133-87c9-68feb4125411
52,12,11:08:03,e3344904-50db-471c-b279-e87ed4aee7c0,fa829ea9-4530-4078-bf1f-5952e7fde22e,893a7b87-7864-4071-9034-ef018527dfe4,11b6d21e-b732-440c-b3c4-75a68d50cabb
14,53,14:37:30,85ac3a50-73dd-4652-8a41-b2d1f3638ebc,af9c6b09-a9c2-42ef-9365-467beffa0162,7223e7d4-cda4-4afc-8362-8144ed32ee3c,4c86502a-e03d-4a73-93f9-28f6ba759dfe
69,35,15:18:39,6fcaf903-ad27-46a7-aa87-d21d3d36a284,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,ab135e86-b83d-4dda-a54b-be2e164ddc68
44,35,11:22:22,b6aae40a-4c9d-44c1-93e0-0b37801d395c,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,af42f754-7b9a-404d-be9e-aec20ff43f75
55,7,14:35:48,09a90fae-4954-4b38-bd85-8a2780311bd6,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
45,71,12:57:33,be17cc0e-0cb8-4943-bf09-ba59037f994f,f9a803e7-c09a-4bde-afc1-6db776ab85cc,893a7b87-7864-4071-9034-ef018527dfe4,cbdfccce-20b6-4f0d-94c7-cb581466470a
48,7,15:17:19,9b3791ba-0a89-4620-82f1-2545551e0714,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,893a7b87-7864-4071-9034-ef018527dfe4,730e2c8c-34af-48ff-aba8-9d8a63115b00
87,39,14:19:55,886e6190-0711-4efd-9b67-653e53c7598e,556651b4-dc5c-4e8e-98a4-87e5833f269b,33b099f8-0402-48ef-9037-a60aa4bce846,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
74,26,13:21:51,db85dce3-a5e7-480e-9cdd-e1b3522bec99,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,04262ea4-8085-4662-bc23-ab0b6177c969
53,37,12:43:14,9cc7d0b5-3aff-4426-a16c-90d8100a7e90,74fcce11-bb66-40e2-bb0f-7a130ef03870,ba6177ca-9625-484c-80f5-07af9d11cc52,af42f754-7b9a-404d-be9e-aec20ff43f75
92,13,11:48:02,fec6bc09-a9db-4553-8e78-dc09c0c6a638,93ef4b54-9469-40ca-98df-42ab3ea020b1,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
31,12,12:10:19,dfb970ff-2666-416f-90f4-7a5ccca98c1e,741a3a6b-8f1f-4c32-821f-901fc675469a,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,0cb5e2fb-1619-4ae9-b6da-c47aadf99cd8
95,74,14:18:26,9b3791ba-0a89-4620-82f1-2545551e0714,2150d95a-0250-430d-be4d-be35a9852d45,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
112,58,14:51:31,1195bd14-e901-4100-b209-a5f406ce21fc,f5105c5e-8a96-4b2d-905c-69d80279db3d,33b099f8-0402-48ef-9037-a60aa4bce846,bed3225d-29d9-4a05-9ba0-9d5567de74fc
56,34,14:19:40,5e9512d7-a5ff-4a1e-92d1-8e92572242e2,55adc424-d92e-4fd9-b49a-712894029a89,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
52,12,11:08:03,b34bbbeb-1433-4a3f-a827-f837e30c9c5c,fa829ea9-4530-4078-bf1f-5952e7fde22e,893a7b87-7864-4071-9034-ef018527dfe4,11b6d21e-b732-440c-b3c4-75a68d50cabb
107,58,15:26:10,dfb970ff-2666-416f-90f4-7a5ccca98c1e,f5105c5e-8a96-4b2d-905c-69d80279db3d,ba6177ca-9625-484c-80f5-07af9d11cc52,6df16d2f-9e2d-47a8-82b2-6dff6d57477e
56,34,14:19:40,b48aaece-8f94-4b1a-aa3c-8d3602d7d796,55adc424-d92e-4fd9-b49a-712894029a89,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
57,35,14:17:47,bd650cdb-4ba1-4e39-9661-ee96f7ddea54,6f14ef68-b11a-472a-919f-6ddea44a9deb,ba6177ca-9625-484c-80f5-07af9d11cc52,78d0d27a-ccdc-4133-87c9-68feb4125411
93,11,12:35:01,b93ef2f0-0e28-41f5-93bf-28f273981d27,593c8dcd-29c2-41d0-8f73-15a53a25eaec,ba6177ca-9625-484c-80f5-07af9d11cc52,11b6d21e-b732-440c-b3c4-75a68d50cabb
20,7,12:35:21,80849bc4-3697-4e15-be66-70267e469b64,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,af3b0bdd-4315-4a27-9e7f-efab3a12e319
22,53,14:56:28,73b8058a-5e13-4f5f-b2e3-3035962b48b6,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,33b099f8-0402-48ef-9037-a60aa4bce846,78d0d27a-ccdc-4133-87c9-68feb4125411
45,13,12:57:33,be17cc0e-0cb8-4943-bf09-ba59037f994f,93ef4b54-9469-40ca-98df-42ab3ea020b1,893a7b87-7864-4071-9034-ef018527dfe4,cbdfccce-20b6-4f0d-94c7-cb581466470a
86,26,10:32:18,9b3791ba-0a89-4620-82f1-2545551e0714,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,ba6177ca-9625-484c-80f5-07af9d11cc52,54260baa-8245-4d3b-b1e6-3e82e9fd2235
50,17,11:34:08,69621d3f-ec6c-4b99-808b-1a79c515ef6d,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
98,31,14:26:04,97c8420e-0765-4756-a626-ad98cb373f3a,4b4fc76d-4a38-4415-b2fc-699e8fc7711d,33b099f8-0402-48ef-9037-a60aa4bce846,0d31eac5-8956-40a8-85ba-57fcf95a7537
50,29,11:34:08,09a90fae-4954-4b38-bd85-8a2780311bd6,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
104,37,10:47:17,6b5112e7-00c7-4639-9865-8912803bc200,74fcce11-bb66-40e2-bb0f-7a130ef03870,ba6177ca-9625-484c-80f5-07af9d11cc52,1881deb2-e207-48ea-b6d2-6da15230bad9
57,29,14:17:47,bd650cdb-4ba1-4e39-9661-ee96f7ddea54,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,ba6177ca-9625-484c-80f5-07af9d11cc52,78d0d27a-ccdc-4133-87c9-68feb4125411
67,47,14:16:59,cb696442-54bd-4b85-998b-e60eea75b2f0,8cdb6c46-8740-431e-a874-379fa4fdcc26,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,4fa5ea1b-754e-4429-bd67-28f590abc8d5
88,75,14:37:45,eb59ef3d-f179-4a3f-b265-60cb393232db,ac00dc82-b3f2-450e-bcda-734209690621,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,0cb6e25d-ecf9-49db-ac69-318d3f504ab3
79,50,13:56:10,cb696442-54bd-4b85-998b-e60eea75b2f0,02fd295e-0015-42b1-9b29-bf6dc39ab382,ba6177ca-9625-484c-80f5-07af9d11cc52,737ac47e-7ece-4681-88c6-160e424a3e93
39,37,11:11:50,88214973-27a9-40cb-ab87-e3bd15835a58,74fcce11-bb66-40e2-bb0f-7a130ef03870,33b099f8-0402-48ef-9037-a60aa4bce846,4b4871fd-4df4-41f1-b89d-cae5ab038e24
34,53,11:50:48,183fe66b-43d1-43e8-8342-627688642b39,af9c6b09-a9c2-42ef-9365-467beffa0162,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
36,6,10:54:18,2b1a032b-ea66-4d68-ba7b-02e0f7baa72c,2a9b7ec1-501a-4d9f-8122-0bf726bb1a34,33b099f8-0402-48ef-9037-a60aa4bce846,af3b0bdd-4315-4a27-9e7f-efab3a12e319
69,35,15:18:39,1e1324e4-84e8-47b9-afe8-da9d105df5f9,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,ab135e86-b83d-4dda-a54b-be2e164ddc68
95,37,14:18:26,9ac9f28c-d6f3-4f5b-96e0-07889bfdb737,74fcce11-bb66-40e2-bb0f-7a130ef03870,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
8,75,10:35:22,37d8a24a-a215-42c4-b2c3-a67634100fce,ac00dc82-b3f2-450e-bcda-734209690621,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,67bffd58-343b-496a-9d2e-d7b0722bc7fc
37,39,14:29:45,6be0a872-9651-4f05-b623-61b253310f63,1ce52ef3-0e76-4572-ac51-d31a0d5f666f,33b099f8-0402-48ef-9037-a60aa4bce846,4734d7a7-2c20-4684-b89c-093cb99114ce
40,12,12:50:52,7452e0e7-b583-4229-9043-537c7c797188,fa829ea9-4530-4078-bf1f-5952e7fde22e,893a7b87-7864-4071-9034-ef018527dfe4,4fa5ea1b-754e-4429-bd67-28f590abc8d5
92,74,11:48:02,710dc3ed-d372-4b57-a49f-0578966b8d80,2150d95a-0250-430d-be4d-be35a9852d45,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
50,29,11:34:08,2df911c5-9917-46e2-94ca-1a1752cebe45,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
36,6,10:54:18,b34bbbeb-1433-4a3f-a827-f837e30c9c5c,2a9b7ec1-501a-4d9f-8122-0bf726bb1a34,33b099f8-0402-48ef-9037-a60aa4bce846,af3b0bdd-4315-4a27-9e7f-efab3a12e319
77,41,15:25:46,eb59ef3d-f179-4a3f-b265-60cb393232db,c6e8ec1d-764a-424f-9ebc-dd9d2fa2c85a,893a7b87-7864-4071-9034-ef018527dfe4,6df16d2f-9e2d-47a8-82b2-6dff6d57477e
92,40,11:48:02,09a90fae-4954-4b38-bd85-8a2780311bd6,53a29ece-c4fd-448b-be00-236a9defe98a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,b68f5f8a-8cfa-413f-bebd-ad541bf97554
55,34,14:35:48,09a90fae-4954-4b38-bd85-8a2780311bd6,55adc424-d92e-4fd9-b49a-712894029a89,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
50,29,11:34:08,20296708-9ace-404b-9e16-13725009dfc6,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
8,53,10:35:22,37d8a24a-a215-42c4-b2c3-a67634100fce,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,67bffd58-343b-496a-9d2e-d7b0722bc7fc
52,71,11:08:03,b34bbbeb-1433-4a3f-a827-f837e30c9c5c,f9a803e7-c09a-4bde-afc1-6db776ab85cc,893a7b87-7864-4071-9034-ef018527dfe4,11b6d21e-b732-440c-b3c4-75a68d50cabb
20,7,12:35:21,2060471f-66a2-44d1-b223-4d58212fc5e8,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,af3b0bdd-4315-4a27-9e7f-efab3a12e319
110,35,10:55:19,89e2a9d4-78b6-47e4-8e39-5d2af642c849,6f14ef68-b11a-472a-919f-6ddea44a9deb,ba6177ca-9625-484c-80f5-07af9d11cc52,04262ea4-8085-4662-bc23-ab0b6177c969
86,26,10:32:18,eb57d156-f76f-4a00-b3b5-8d7e3c38ff79,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,ba6177ca-9625-484c-80f5-07af9d11cc52,54260baa-8245-4d3b-b1e6-3e82e9fd2235
38,34,14:02:31,94954614-eeb8-4804-b608-40e11f04970f,55adc424-d92e-4fd9-b49a-712894029a89,ba6177ca-9625-484c-80f5-07af9d11cc52,7a5c5be6-3041-4b26-ae15-e6eece6e2597
45,75,12:57:33,691d77af-b1cc-46b4-aa3d-ad816765d786,ac00dc82-b3f2-450e-bcda-734209690621,893a7b87-7864-4071-9034-ef018527dfe4,cbdfccce-20b6-4f0d-94c7-cb581466470a
38,72,14:02:31,94954614-eeb8-4804-b608-40e11f04970f,1d2cf1f0-7b62-46f4-b098-b9c43b7a68ff,ba6177ca-9625-484c-80f5-07af9d11cc52,7a5c5be6-3041-4b26-ae15-e6eece6e2597
34,16,11:50:48,863fdd39-4efd-48f7-9501-cc009f8c5455,9b040fae-5682-491e-b564-382d04d169b4,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
56,35,14:19:40,14c6a2bc-29a7-42f0-ba68-0d3a0b20a78e,6f14ef68-b11a-472a-919f-6ddea44a9deb,7223e7d4-cda4-4afc-8362-8144ed32ee3c,0cf19f27-b7c9-4f52-b43a-e2e43052802e
61,21,12:57:32,69621d3f-ec6c-4b99-808b-1a79c515ef6d,b478e166-3d2f-419c-a030-6207f705b1f7,33b099f8-0402-48ef-9037-a60aa4bce846,ab4d4ad8-3027-4709-b2e2-8dc13e407923
58,12,11:17:21,37d8a24a-a215-42c4-b2c3-a67634100fce,fa829ea9-4530-4078-bf1f-5952e7fde22e,7223e7d4-cda4-4afc-8362-8144ed32ee3c,af3b0bdd-4315-4a27-9e7f-efab3a12e319
23,80,13:52:47,7452e0e7-b583-4229-9043-537c7c797188,059253eb-a668-4445-93ce-0708394f9991,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,af42f754-7b9a-404d-be9e-aec20ff43f75
19,72,11:55:57,29410df7-ecc8-484c-b3dc-1df23900f119,1d2cf1f0-7b62-46f4-b098-b9c43b7a68ff,7223e7d4-cda4-4afc-8362-8144ed32ee3c,9f22e019-0669-46f2-bc2d-780789d18165
32,66,11:44:49,856666e6-d666-4241-b4a3-72475d0d7cb7,bc945726-d2ba-4756-9c0b-4b2ba663e207,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,979ee368-6d97-4672-8835-a989c41cea07
19,71,11:55:57,87cb0bea-8a76-44ca-87fe-10503b364619,f9a803e7-c09a-4bde-afc1-6db776ab85cc,7223e7d4-cda4-4afc-8362-8144ed32ee3c,9f22e019-0669-46f2-bc2d-780789d18165
106,53,12:17:41,258b1c79-e95d-4e8e-a27e-6fe72543c0ad,cba43d3d-f644-43d5-8aeb-51cace6e1ab2,7223e7d4-cda4-4afc-8362-8144ed32ee3c,78d0d27a-ccdc-4133-87c9-68feb4125411
34,53,11:50:48,863fdd39-4efd-48f7-9501-cc009f8c5455,af9c6b09-a9c2-42ef-9365-467beffa0162,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
55,7,14:35:48,cb696442-54bd-4b85-998b-e60eea75b2f0,1a0dcfa1-76b8-448f-a2f6-ed03296fd3a1,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,ab4d4ad8-3027-4709-b2e2-8dc13e407923
50,17,11:34:08,cb696442-54bd-4b85-998b-e60eea75b2f0,8f3f5c1c-e470-4ed5-8f4e-e19b750344cd,3027aaeb-1dfd-4cfa-95fa-c880679ed33d,6e274a72-22d3-4847-b069-f7c9b3ccc220
111,15,15:00:32,644ec9bb-27d7-41ad-acf8-f3e9eb2f8bc3,46529716-ad6d-48a8-b322-26a5ad474923,893a7b87-7864-4071-9034-ef018527dfe4,ab135e86-b83d-4dda-a54b-be2e164ddc68
19,71,11:55:57,0982aa20-cfc2-4325-9c21-76871e2072ea,f9a803e7-c09a-4bde-afc1-6db776ab85cc,7223e7d4-cda4-4afc-8362-8144ed32ee3c,9f22e019-0669-46f2-bc2d-780789d18165
83,12,14:43:59,109a9ada-eef1-49e8-891c-5734d5b14a67,741a3a6b-8f1f-4c32-821f-901fc675469a,7223e7d4-cda4-4afc-8362-8144ed32ee3c,7a5c5be6-3041-4b26-ae15-e6eece6e2597
38,29,14:02:31,4af9c266-236a-46f2-8355-836799422411,fc696b18-b0e1-41b1-9dbe-ea5d5be20207,ba6177ca-9625-484c-80f5-07af9d11cc52,7a5c5be6-3041-4b26-ae15-e6eece6e2597
34,53,11:50:48,886e6190-0711-4efd-9b67-653e53c7598e,af9c6b09-a9c2-42ef-9365-467beffa0162,7223e7d4-cda4-4afc-8362-8144ed32ee3c,e09a565b-d4bd-49c3-b366-e7bde2cc41f6
42,29,12:04:07,fec6bc09-a9db-4553-8e78-dc09c0c6a638,7d4e6754-f0fb-41be-ad19-00f1e8f9a19d,893a7b87-7864-4071-9034-ef018527dfe4,3c0b65f3-4a2e-4dfe-9fff-8d50b4a0d4b9
57,35,14:17:47,eb57d156-f76f-4a00-b3b5-8d7e3c38ff79,6f14ef68-b11a-472a-919f-6ddea44a9deb,ba6177ca-9625-484c-80f5-07af9d11cc52,78d0d27a-ccdc-4133-87c9-68feb4125411
115,26,11:47:42,b7659cd9-398f-4083-84c9-e9e746474e40,00d6bb05-b5e8-4fce-aa3d-f80b6b1625d0,ba6177ca-9625-484c-80f5-07af9d11cc52,04262ea4-8085-4662-bc23-ab0b6177c969
95,35,14:18:26,9b3791ba-0a89-4620-82f1-2545551e0714,6f14ef68-b11a-472a-919f-6ddea44a9deb,893a7b87-7864-4071-9034-ef018527dfe4,bed3225d-29d9-4a05-9ba0-9d5567de74fc
57,35,14:17:47,b48aaece-8f94-4b1a-aa3c-8d3602d7d796,6f14ef68-b11a-472a-919f-6ddea44a9deb,ba6177ca-9625-484c-80f5-07af9d11cc52,78d0d27a-ccdc-4133-87c9-68feb4125411
