idpedido;itemprecovenda;pedidohorario;calendarkey;itemkey;filialkey;clientekey
1085;60;12:21:03;5fe91e13-1df3-4883-a790-eeaebee14d44;82a8d72b-1a5c-40fb-8b2d-200ed5a82c05;a46e2e76-09a6-4433-8a03-e824e25f5755;207a2e42-6654-41fa-9f92-3c99b2c58835
1109;21;13:54:15;8f3b95ca-9b79-4be5-9894-275f878c8b70;1889e750-c236-492a-a839-3ec9f52ac1de;c448e859-eb7b-4c13-ae92-a326acfd07ff;c57065da-f19b-4eae-a060-334f8c7d287c
511;37;13:55:15;63cd2d82-5567-4c52-8275-08b62513c00b;77b39d45-0acd-49ab-b1f2-f9cf4ee353a4;31cda249-c0b3-42fb-9a8e-83147c6e1191;b94da522-1ef5-4527-90e7-ffbbbbef2924
109;45;11:15:55;1f96181e-d90f-472c-b2f1-07b32d745226;0db17644-b04e-4d24-9895-51e76c018128;31cda249-c0b3-42fb-9a8e-83147c6e1191;b79810d8-d949-4df1-ba53-106275e134c9
787;73;10:49:18;89bc67e3-9568-4523-8386-0bc0ff579399;07583d5f-c301-4e16-9588-7c325ce4ce33;a46e2e76-09a6-4433-8a03-e824e25f5755;1fb2129d-a021-487c-b3fc-b843dea0a458
215;36;14:35:37;a53e838a-f6ce-474f-bb69-b8496fa45467;452da72f-7053-4b40-bb3b-3a59a3e387bd;a46e2e76-09a6-4433-8a03-e824e25f5755;b0829a23-4546-46c4-9a71-9dd359582b4e
215;78;14:35:37;512a8538-6845-4630-9e72-1210575891ee;bcdc7ee3-014f-40c0-9af8-9c2f85f59c85;a46e2e76-09a6-4433-8a03-e824e25f5755;b0829a23-4546-46c4-9a71-9dd359582b4e
827;55;12:23:31;e8ba649c-ef16-4847-908d-592ef345e1c6;0578c29d-d6b6-4f31-9c20-1378d9b30a52;a46e2e76-09a6-4433-8a03-e824e25f5755;b3cedb26-d157-4619-99e4-e7d36e169b02
283;14;11:06:07;1178d059-4273-4380-b8c6-28bb8e676179;f7d81a80-ce88-418c-b545-9157ccd60523;a46e2e76-09a6-4433-8a03-e824e25f5755;37b67473-9ebd-47cf-8ed9-b62da231d16f
26;79;10:40:09;c50dbc05-2313-4feb-b0bf-10f12dd15c99;d5643700-51a3-42c8-be71-ac334ee2cf36;a46e2e76-09a6-4433-8a03-e824e25f5755;5cad33a7-2084-4ac1-9ff8-9a1de895eb6e
1187;45;11:50:37;b155d0dd-4110-4968-bf63-ea5c75a5aa4c;0db17644-b04e-4d24-9895-51e76c018128;a46e2e76-09a6-4433-8a03-e824e25f5755;ac593237-c2ef-47a9-b221-042da6702db6
468;61;13:00:03;60fad1f6-05da-40fc-8a23-d076a67bab49;d23e05f8-22ba-466c-ae27-eeb755ad2808;c448e859-eb7b-4c13-ae92-a326acfd07ff;6281782c-0e35-4903-af47-579a574933a0
531;77;15:25:54;2486dd74-4880-40f8-98b6-beec35571215;f0ddf164-437f-471d-8fbf-033a39245dde;8de4052a-fd4f-4256-ad2f-bcc9439479e0;d95de693-3711-4c85-8690-16b9be4ede59
474;79;14:38:48;15fe2bdb-a1b4-45b9-b80b-30d9c9a3a9a7;d5643700-51a3-42c8-be71-ac334ee2cf36;8de4052a-fd4f-4256-ad2f-bcc9439479e0;c8a20efc-1879-429b-9b98-b857a6ed8a0b
974;61;12:45:40;a5b4e800-e569-4ca0-b90e-6ac611de1fcd;c6ff6e19-dba7-4c09-ae9c-26905f602b0b;a46e2e76-09a6-4433-8a03-e824e25f5755;51f28192-68e6-45f5-9871-318921efb965
1048;80;13:10:43;0534e21d-cad5-482b-bae9-17c09005a953;f3b85bc2-df57-4977-b36b-0a091c0b9ded;8de4052a-fd4f-4256-ad2f-bcc9439479e0;f3ce2ec3-7a37-4451-8772-32577b8e374f
51;25;10:33:57;e553e6b6-6a1a-433f-a90f-62c857d4d594;949c920b-32a3-4f75-875d-4ac22ad8147f;89011e23-2de3-4ea3-a485-09f6724b014a;528c6664-6841-45a5-bc82-9a21d9663dc5
551;14;12:01:07;79a867ee-1129-4881-9d5f-223c42805a48;f7d81a80-ce88-418c-b545-9157ccd60523;a46e2e76-09a6-4433-8a03-e824e25f5755;04e31d92-fe51-48cb-a9ec-947198a90102
355;36;13:35:27;925add2b-555f-4397-ab15-831895f0254c;452da72f-7053-4b40-bb3b-3a59a3e387bd;c448e859-eb7b-4c13-ae92-a326acfd07ff;50c8de2d-fe71-4e53-9e9b-d5f24cfd1070
68;80;12:22:35;ff026d75-bd42-49d8-982c-5f1beea276ae;f3b85bc2-df57-4977-b36b-0a091c0b9ded;8de4052a-fd4f-4256-ad2f-bcc9439479e0;da8fe2cc-b71e-4d57-a402-7ae46e9e0ab9
1035;13;13:52:06;e4e0c970-2f5a-4ff6-a3ed-202a81a466c6;0aeaa720-11a0-4f81-9a17-a3095e63ec7e;8de4052a-fd4f-4256-ad2f-bcc9439479e0;421daaf8-df51-440e-9901-dd088ed740ce
827;55;12:23:31;e8ba649c-ef16-4847-908d-592ef345e1c6;b7361d92-48f8-40fb-86bc-d8354bd8472e;a46e2e76-09a6-4433-8a03-e824e25f5755;b3cedb26-d157-4619-99e4-e7d36e169b02
225;79;11:51:47;34e76988-3d4b-4828-aba6-40a67ca5235c;d5643700-51a3-42c8-be71-ac334ee2cf36;a46e2e76-09a6-4433-8a03-e824e25f5755;69f90ca7-8f86-44a7-9eb4-4e433c04b6fc
1138;30;14:43:46;8ad02c7e-3032-4d98-b28d-147699a80980;f832be3c-4e2f-46b2-8b28-dae61fe28f16;a46e2e76-09a6-4433-8a03-e824e25f5755;b7480ab1-f9f0-4754-b6eb-2fa75cd51676
1015;54;15:29:25;d50b9abe-8f63-4a85-a99d-b6db0bb05268;c66845d0-c884-4d37-9e83-73f14cbb7735;89011e23-2de3-4ea3-a485-09f6724b014a;5ecda1f8-11a5-4986-ad02-0f5e56e9ff3a
79;77;12:42:27;c4fdcd80-1a02-4446-936b-7f86e8d10027;979b302c-0359-4924-9088-506da3b4cd9f;a46e2e76-09a6-4433-8a03-e824e25f5755;877944ab-0450-4f88-96d5-aa28f7bf9e8c
432;44;12:11:19;6ca8c5ba-d5fb-4902-a56a-e9f84e03f901;9db54f23-6cc9-4125-9f42-08aa7d241f2f;8de4052a-fd4f-4256-ad2f-bcc9439479e0;4ef34642-01e8-4b5b-8d5c-dc3a0848e8ac
886;55;14:43:58;377f9bfb-1bd3-42d1-872b-532b9b06c524;0578c29d-d6b6-4f31-9c20-1378d9b30a52;8de4052a-fd4f-4256-ad2f-bcc9439479e0;e07f8c31-85d4-4a1c-baa5-fd3b16f967dc
692;77;12:19:39;4b1329ff-708a-4cac-b0d8-57a680281dc5;979b302c-0359-4924-9088-506da3b4cd9f;a46e2e76-09a6-4433-8a03-e824e25f5755;46aa1888-e2f4-4f52-a116-d55aaa6e35e4
835;61;13:26:03;92c07e38-e06c-4233-b6cd-60762129052b;c6ff6e19-dba7-4c09-ae9c-26905f602b0b;8de4052a-fd4f-4256-ad2f-bcc9439479e0;07d5c073-2756-458e-bb49-784a8a58eb72
469;67;10:59:41;5875c4ed-ad46-41f9-b5ae-2ed128250b7b;5f03bcaf-fa23-45c7-8186-b82d016393c5;89011e23-2de3-4ea3-a485-09f6724b014a;8ec303e8-7007-40d5-a7c0-36045eb8b917
60;37;12:01:26;dfa4ea91-0b06-4d13-9268-0628630ae8e4;77b39d45-0acd-49ab-b1f2-f9cf4ee353a4;c448e859-eb7b-4c13-ae92-a326acfd07ff;e4773529-1e42-4559-bb29-60838ac48c7f
402;74;12:26:19;a41c61f0-7a6f-464e-bb5c-179bef741c59;07ed57e8-e1ae-4775-b4ef-a5404ca82895;a46e2e76-09a6-4433-8a03-e824e25f5755;73d32720-e70a-4719-a43e-09f4ee7c79ff
767;73;15:22:35;3980dc82-d0ad-4076-ae06-86949e1c4e5d;07583d5f-c301-4e16-9588-7c325ce4ce33;a46e2e76-09a6-4433-8a03-e824e25f5755;8ef7b890-9a85-49c2-b441-1cc04d0e0e63
757;40;11:31:12;d45df716-6df2-4fd8-bfec-5f636dd4618c;73aa031b-c5b2-490d-8c15-15b4c33322c0;a46e2e76-09a6-4433-8a03-e824e25f5755;07d5c073-2756-458e-bb49-784a8a58eb72
217;16;14:37:51;2fd5aa84-d52a-44ab-baf3-d1e592df2737;37b6477b-0bf2-4cbb-b368-52d559cd62cb;89011e23-2de3-4ea3-a485-09f6724b014a;1c1aa395-22ae-40b5-82a8-3bf2f51f38b8
1021;73;11:38:38;f624411c-9c3b-4c86-af1a-010edd8b40d4;07583d5f-c301-4e16-9588-7c325ce4ce33;c448e859-eb7b-4c13-ae92-a326acfd07ff;20f62709-16ca-485b-992b-bdbcd1056908
788;36;13:21:55;869ed717-fcea-4055-a465-2084bec2b7e8;452da72f-7053-4b40-bb3b-3a59a3e387bd;8de4052a-fd4f-4256-ad2f-bcc9439479e0;f5b4ad2a-faac-4980-bf88-9b1a67efeeb6
672;21;11:05:15;9367a20f-c860-41dc-99fb-3a1476fde457;1889e750-c236-492a-a839-3ec9f52ac1de;31cda249-c0b3-42fb-9a8e-83147c6e1191;e4c325ee-f90e-489f-87de-0db6d22cd645
623;61;14:38:47;99706f70-8afa-430c-81db-5d04b43e101f;c6ff6e19-dba7-4c09-ae9c-26905f602b0b;a46e2e76-09a6-4433-8a03-e824e25f5755;fa3ef01b-fba7-4e55-abf4-17c17a97b7b2
9;77;12:02:45;ce628a52-9f42-4842-a8a3-f729161b176e;f0ddf164-437f-471d-8fbf-033a39245dde;89011e23-2de3-4ea3-a485-09f6724b014a;1a76e75b-1606-4874-9f1c-49054d4092c8
53;77;11:48:07;4b938d4b-d8ad-48a0-a4fb-81ae1810e63c;979b302c-0359-4924-9088-506da3b4cd9f;c448e859-eb7b-4c13-ae92-a326acfd07ff;712afed2-7981-4b73-8f02-dab59569e923
875;67;14:58:25;b1c1f0b8-854a-4310-97ec-d4dfb0c3358a;5f03bcaf-fa23-45c7-8186-b82d016393c5;a46e2e76-09a6-4433-8a03-e824e25f5755;efb61e52-c873-429e-b9f6-f28b98aaa9cb
531;77;15:25:54;1f72120a-f023-4db8-b7d5-26a1095c8f79;f0ddf164-437f-471d-8fbf-033a39245dde;8de4052a-fd4f-4256-ad2f-bcc9439479e0;d95de693-3711-4c85-8690-16b9be4ede59
1071;71;14:08:35;b38c123e-b7cd-40c8-8869-0fb9e51dbf2a;1e076429-a90e-44bd-b649-5d3e279e1f2f;31cda249-c0b3-42fb-9a8e-83147c6e1191;485f9ca7-8782-43ca-8df2-7a3ec1e0346a
115;30;11:38:48;d8e0aca4-a0f3-426a-8993-613b731a758a;f832be3c-4e2f-46b2-8b28-dae61fe28f16;89011e23-2de3-4ea3-a485-09f6724b014a;da8fe2cc-b71e-4d57-a402-7ae46e9e0ab9
853;67;11:53:33;48916104-d86a-4d6f-b405-6b89a1592da9;c8e50327-688e-4d8b-aa9d-8626bd952545;c448e859-eb7b-4c13-ae92-a326acfd07ff;9be6e762-09b3-4efe-aa04-52aca1a23b98
57;49;10:39:19;930c05cf-423b-4662-be93-d5e35a7937ab;969d6e52-71f1-4452-bdd1-f5677e55c27e;8de4052a-fd4f-4256-ad2f-bcc9439479e0;528c6664-6841-45a5-bc82-9a21d9663dc5
1054;44;13:57:59;07a348c8-37f6-4355-832f-ffddcfe6af5c;9db54f23-6cc9-4125-9f42-08aa7d241f2f;89011e23-2de3-4ea3-a485-09f6724b014a;22c17c83-06c8-4907-a2f3-03ed7bb67b35
367;28;10:34:46;baae08f7-bce6-4177-9fa9-7dbc2e730254;1b94c4b0-f039-460c-9153-aed6a823ea80;8de4052a-fd4f-4256-ad2f-bcc9439479e0;d4ca86fb-a798-4d48-8f0f-99051f7c38bf
468;37;13:00:03;c712473a-a3d8-4f3d-b9e9-9abc71417853;77b39d45-0acd-49ab-b1f2-f9cf4ee353a4;c448e859-eb7b-4c13-ae92-a326acfd07ff;6281782c-0e35-4903-af47-579a574933a0
680;58;13:47:12;e35683b3-8336-4565-b5e2-7ee09354b0e1;4135fd6f-ac52-4e90-a0ad-cc18cfd6152e;89011e23-2de3-4ea3-a485-09f6724b014a;fa3ef01b-fba7-4e55-abf4-17c17a97b7b2
635;28;12:18:23;46665036-abd3-470b-b345-4ba9e5c16ef1;61f7f090-1d4e-405c-9e63-bc6ef132ea16;a46e2e76-09a6-4433-8a03-e824e25f5755;04760430-857c-45ac-ae4c-d44af5082c49
425;67;14:26:29;f062729e-bc56-48ad-8e7f-8f4055384151;5f03bcaf-fa23-45c7-8186-b82d016393c5;89011e23-2de3-4ea3-a485-09f6724b014a;4c7d94ea-d95a-4470-a742-b45e642fccf9
126;80;12:25:34;f8deb46c-6986-4f7f-98de-4a261ed62ffe;f3b85bc2-df57-4977-b36b-0a091c0b9ded;8de4052a-fd4f-4256-ad2f-bcc9439479e0;59f34fe9-4964-4ddd-8071-7e7af6e7d420
179;54;12:54:53;0209692f-a0f6-4014-84fc-d40eb7bb1a8a;c66845d0-c884-4d37-9e83-73f14cbb7735;c448e859-eb7b-4c13-ae92-a326acfd07ff;66501391-d8f7-43aa-ab36-54f757b5ce28
809;61;14:28:34;7f657286-f67b-462f-bec2-c98c4f4b3ea7;c6ff6e19-dba7-4c09-ae9c-26905f602b0b;31cda249-c0b3-42fb-9a8e-83147c6e1191;55181330-f55e-4b11-a04d-a4d089a31221
680;54;13:47:12;a66d8b82-5dc8-44d5-9260-99ac34f0e381;c66845d0-c884-4d37-9e83-73f14cbb7735;89011e23-2de3-4ea3-a485-09f6724b014a;fa3ef01b-fba7-4e55-abf4-17c17a97b7b2
32;28;15:26:11;5e51241f-ff40-44f5-8a8c-d1702194691f;61f7f090-1d4e-405c-9e63-bc6ef132ea16;c448e859-eb7b-4c13-ae92-a326acfd07ff;12290c37-f51f-4d3d-adb8-d9bb471772fa
34;55;14:37:34;5b249da6-a966-4a08-921f-24c85c05fe49;0578c29d-d6b6-4f31-9c20-1378d9b30a52;c448e859-eb7b-4c13-ae92-a326acfd07ff;12290c37-f51f-4d3d-adb8-d9bb471772fa
1167;36;11:31:28;3b176140-7cf4-467d-a28e-83c57ec02576;452da72f-7053-4b40-bb3b-3a59a3e387bd;c448e859-eb7b-4c13-ae92-a326acfd07ff;f6f6b25b-10ad-4dfb-b7bb-e4974d4023fb
196;14;13:10:31;47c7bd97-9711-420b-9b67-541f586ea06c;f7d81a80-ce88-418c-b545-9157ccd60523;a46e2e76-09a6-4433-8a03-e824e25f5755;4f73f8cb-17b4-4e4b-8a62-d3e316311676
1081;54;12:01:02;9b67c1ec-f532-449a-b5af-b8347b28e0bc;1888608b-d71a-4219-8257-6fde1561d49c;a46e2e76-09a6-4433-8a03-e824e25f5755;86b81276-f52e-48c2-9991-cafba7deb72f
630;67;15:27:46;f7dcca30-238a-445a-9d79-a2d5dfad48cd;c8e50327-688e-4d8b-aa9d-8626bd952545;c448e859-eb7b-4c13-ae92-a326acfd07ff;fa3ef01b-fba7-4e55-abf4-17c17a97b7b2
547;30;11:52:28;d50b9abe-8f63-4a85-a99d-b6db0bb05268;f832be3c-4e2f-46b2-8b28-dae61fe28f16;a46e2e76-09a6-4433-8a03-e824e25f5755;de421e6e-ccad-4e58-8520-ca981e0f58c9
527;28;14:06:43;35fd969a-75ff-48b3-b095-e8ba97638373;1b94c4b0-f039-460c-9153-aed6a823ea80;89011e23-2de3-4ea3-a485-09f6724b014a;40fc8a2e-7406-431d-8322-bb112afce203
705;45;15:05:24;ef22516f-14ae-45c4-ac53-d10a5e6143b1;0db17644-b04e-4d24-9895-51e76c018128;c448e859-eb7b-4c13-ae92-a326acfd07ff;aaf1d580-38ce-4130-a5b0-b1e12730886d
52;30;12:26:57;fe3a37d1-1c8f-428b-88ea-5099448a65e7;f832be3c-4e2f-46b2-8b28-dae61fe28f16;a46e2e76-09a6-4433-8a03-e824e25f5755;264d7068-c126-470a-946d-714d2446f47c
68;60;12:22:35;781a7082-ad3e-4297-bf3e-c721de48b2c2;82a8d72b-1a5c-40fb-8b2d-200ed5a82c05;8de4052a-fd4f-4256-ad2f-bcc9439479e0;da8fe2cc-b71e-4d57-a402-7ae46e9e0ab9
591;33;13:07:02;dc4f347f-42cb-4dac-8298-2b8614f81852;485eeab3-df6f-49d7-a25c-1b50d999f2d2;8de4052a-fd4f-4256-ad2f-bcc9439479e0;0a25d365-f03d-4f7f-a8f8-6cfaaa4b8a0d
750;77;14:11:18;d39fb2b3-e951-4891-b932-4a2cfe287996;979b302c-0359-4924-9088-506da3b4cd9f;89011e23-2de3-4ea3-a485-09f6724b014a;fea2a452-fac2-4735-b03b-e532ef4d3743
1060;60;12:20:41;f8356b5c-25d2-4880-b95a-b7b1821ceb53;08535d6d-ffd7-44f6-8806-207a4de5ae96;31cda249-c0b3-42fb-9a8e-83147c6e1191;656b6dec-e6a8-4452-8b82-73f73c9503b4
496;30;15:10:44;fe9b2d08-ab1c-4b65-b3ed-5397efbe1592;f832be3c-4e2f-46b2-8b28-dae61fe28f16;a46e2e76-09a6-4433-8a03-e824e25f5755;0b07230e-a554-4c25-a2ac-a0506810ca6a
1045;40;11:13:03;0eb34892-285c-49f6-b233-780fe1dc42b2;73aa031b-c5b2-490d-8c15-15b4c33322c0;89011e23-2de3-4ea3-a485-09f6724b014a;9b2d299d-d5a9-44c3-ad56-593d17d8e9b8
1182;58;15:25:00;6f40b182-fa72-4e68-8d1c-75d90e75c0df;4135fd6f-ac52-4e90-a0ad-cc18cfd6152e;a46e2e76-09a6-4433-8a03-e824e25f5755;cee344bf-1a70-4dd7-8704-0b509a05408a
435;64;15:05:54;f624411c-9c3b-4c86-af1a-010edd8b40d4;57d85ff4-49df-4099-a3ea-f05651122744;31cda249-c0b3-42fb-9a8e-83147c6e1191;561454b5-da10-4743-aff2-5066381e87a9
564;55;11:49:33;f2c76b5e-9757-4d2d-a862-46e9807de0c2;0578c29d-d6b6-4f31-9c20-1378d9b30a52;c448e859-eb7b-4c13-ae92-a326acfd07ff;40fc8a2e-7406-431d-8322-bb112afce203
40;55;11:01:02;d7c9f7e6-0d50-442b-aed7-c2957e4b47ff;b7361d92-48f8-40fb-86bc-d8354bd8472e;31cda249-c0b3-42fb-9a8e-83147c6e1191;2a76f8b9-4a35-4359-bc57-20d5cefd3f82
1091;61;11:34:25;ac28ff14-a61e-4960-8853-b9ea2ac03e9c;c6ff6e19-dba7-4c09-ae9c-26905f602b0b;89011e23-2de3-4ea3-a485-09f6724b014a;207a2e42-6654-41fa-9f92-3c99b2c58835
461;37;12:05:35;625d5f43-2dae-4a93-ab9d-f404d14d2086;77b39d45-0acd-49ab-b1f2-f9cf4ee353a4;a46e2e76-09a6-4433-8a03-e824e25f5755;89860b55-034b-44c1-9abb-32bb2cb5248b
934;73;12:02:41;c5e2c720-6007-4648-b91b-21b622f10a24;07583d5f-c301-4e16-9588-7c325ce4ce33;a46e2e76-09a6-4433-8a03-e824e25f5755;a65d4dc0-6570-44af-ba38-cbf247b2e32e
43;64;11:28:55;4416e3c2-fe7b-4467-accf-7c6517194f3e;57d85ff4-49df-4099-a3ea-f05651122744;8de4052a-fd4f-4256-ad2f-bcc9439479e0;528c6664-6841-45a5-bc82-9a21d9663dc5
188;37;13:27:13;c9ae50aa-e220-47c5-8da7-be62389ff6ae;77b39d45-0acd-49ab-b1f2-f9cf4ee353a4;c448e859-eb7b-4c13-ae92-a326acfd07ff;29165b2e-70c7-47a0-b1db-2ab7def2e404
741;14;14:23:49;cd4e8ca5-4d8d-4ab4-bba1-ad6aaf911da9;096f3998-7254-4cee-a194-b23c6dc65474;c448e859-eb7b-4c13-ae92-a326acfd07ff;51a8032d-bc5e-409b-ab67-b37e6c828b2f
1137;14;14:57:15;25a64fb4-a35f-460e-93a6-fdc4de7b7700;f7d81a80-ce88-418c-b545-9157ccd60523;89011e23-2de3-4ea3-a485-09f6724b014a;26bd2963-4912-4d78-8deb-56d691e727a1
1168;44;12:16:13;71bb926b-70e2-4bab-94c5-62e7ddbb913a;9db54f23-6cc9-4125-9f42-08aa7d241f2f;c448e859-eb7b-4c13-ae92-a326acfd07ff;86b81276-f52e-48c2-9991-cafba7deb72f
